x-axis,1,2
second,Volt,Volt
-25.00000E-09,+3.05040825878677E+00,+8.04098624381004E+00
-24.92188E-09,+3.05040825878677E+00,+8.04098624381004E+00
-24.84375E-09,+3.05040825878677E+00,+8.04098624381004E+00
-24.76563E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.68750E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.60938E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.53125E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.45313E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.37500E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.29688E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.21875E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.14063E-09,+3.04538313321245E+00,+8.04098624381004E+00
-24.06250E-09,+3.04538313321245E+00,+8.04098624381004E+00
-23.98438E-09,+3.05040825878677E+00,+8.04098624381004E+00
-23.90625E-09,+3.05040825878677E+00,+8.04098624381004E+00
-23.82813E-09,+3.05040825878677E+00,+8.04098624381004E+00
-23.75000E-09,+3.05543338436109E+00,+8.04098624381004E+00
-23.67188E-09,+3.05543338436109E+00,+8.04098624381004E+00
-23.59375E-09,+3.06045850993542E+00,+8.04098624381004E+00
-23.51563E-09,+3.07050876108405E+00,+8.04098624381004E+00
-23.43750E-09,+3.07050876108406E+00,+8.04098624381004E+00
-23.35938E-09,+3.07553388665838E+00,+8.04098624381004E+00
-23.28125E-09,+3.08055901223270E+00,+8.04098624381004E+00
-23.20313E-09,+3.09060926338134E+00,+8.04098624381004E+00
-23.12500E-09,+3.09563438895566E+00,+8.04098624381004E+00
-23.04688E-09,+3.09563438895566E+00,+8.04098624381004E+00
-22.96875E-09,+3.10065951452998E+00,+8.04098624381004E+00
-22.89063E-09,+3.11070976567862E+00,+8.04098624381004E+00
-22.81250E-09,+3.11070976567862E+00,+8.04098624381004E+00
-22.73438E-09,+3.11573489125294E+00,+8.04098624381004E+00
-22.65625E-09,+3.12076001682726E+00,+8.04098624381004E+00
-22.57813E-09,+3.12578514240158E+00,+8.04098624381004E+00
-22.50000E-09,+3.13081026797590E+00,+8.04098624381004E+00
-22.42188E-09,+3.13081026797590E+00,+8.04098624381004E+00
-22.34375E-09,+3.13583539355022E+00,+8.04098624381004E+00
-22.26563E-09,+3.13583539355022E+00,+8.04098624381004E+00
-22.18750E-09,+3.13583539355022E+00,+8.04098624381004E+00
-22.10938E-09,+3.14086051912454E+00,+8.04098624381004E+00
